movieId,cinemaId,showingTime
90,1,1634896800000
32,1,1634904900000
39,1,1634918400000
4,1,1634932800000
87,1,1634944200000
26,1,1634983199995
1,1,1634991299995
70,1,1635004799995
3,1,1635019200000
85,1,1635030600000
4,1,1635069599995
22,1,1635077699995
16,1,1635091199995
67,1,1635105600000
63,1,1635117000000
61,1,1635155999995
88,1,1635164099995
98,1,1635177599995
59,1,1635192000000
29,1,1635203400000
34,1,1635242399995
6,1,1635250499995
24,1,1635263999995
43,1,1635278400000
46,1,1635289800000
56,1,1635328799995
85,1,1635336899995
96,1,1635350399995
99,1,1635364800000
49,1,1635376200000
43,1,1635415199995
43,1,1635423299995
45,1,1635436799995
5,1,1635451200000
48,1,1635462600000
79,1,1635501599995
61,1,1635509699995
95,1,1635523199995
83,1,1635537600000
97,1,1635549000000
76,1,1635587999995
10,1,1635596099995
61,1,1635609599995
43,1,1635624000000
41,1,1635635400000
92,1,1635674399995
40,1,1635682499995
33,1,1635695999995
90,1,1635710400000
51,1,1635721800000
17,1,1635760799995
37,1,1635768899995
77,1,1635782399995
6,1,1635796800000
37,1,1635808200000
17,2,1634893200000
68,2,1634898600000
57,2,1634918400000
87,2,1634922900000
76,2,1634937600000
100,2,1634979600000
40,2,1634985000000
59,2,1635004799995
36,2,1635009300000
80,2,1635024000000
55,2,1635066000000
76,2,1635071400000
54,2,1635091199995
58,2,1635095700000
19,2,1635110400000
59,2,1635152400000
33,2,1635157800000
77,2,1635177599995
94,2,1635182100000
85,2,1635196800000
52,2,1635238800000
39,2,1635244200000
81,2,1635263999995
84,2,1635268500000
31,2,1635283200000
83,2,1635325200000
5,2,1635330600000
34,2,1635350399995
48,2,1635354900000
8,2,1635369600000
85,2,1635411600000
63,2,1635417000000
32,2,1635436799995
85,2,1635441300000
32,2,1635456000000
6,2,1635498000000
76,2,1635503400000
3,2,1635523199995
77,2,1635527700000
72,2,1635542400000
14,2,1635584400000
11,2,1635589800000
36,2,1635609599995
82,2,1635614100000
80,2,1635628800000
77,2,1635670800000
19,2,1635676200000
90,2,1635695999995
37,2,1635700500000
56,2,1635715200000
83,2,1635757200000
58,2,1635762600000
87,2,1635782399995
52,2,1635786900000
39,2,1635801600000
48,3,1634896800000
84,3,1634904900000
29,3,1634918400000
71,3,1634932800000
10,3,1634944200000
89,3,1634983199995
97,3,1634991299995
43,3,1635004799995
76,3,1635019200000
68,3,1635030600000
76,3,1635069599995
73,3,1635077699995
100,3,1635091199995
16,3,1635105600000
40,3,1635117000000
37,3,1635155999995
26,3,1635164099995
96,3,1635177599995
23,3,1635192000000
26,3,1635203400000
98,3,1635242399995
34,3,1635250499995
44,3,1635263999995
17,3,1635278400000
95,3,1635289800000
75,3,1635328799995
88,3,1635336899995
36,3,1635350399995
83,3,1635364800000
7,3,1635376200000
54,3,1635415199995
15,3,1635423299995
40,3,1635436799995
